"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"236","protein-DNA Complex Assembly (GO:0065004)","2/59",0.035212556639049,0.168005672777835,0,0,7.10454708199069,23.7743191541034,"NASP;HMGB2"
"237","Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)","2/60",0.0363103684614095,0.172245158269322,0,0,6.981703026038,23.1488972243337,"LGALS3;ITGA6"
"238","Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)","2/61",0.0374213004237331,0.172245158269322,0,0,6.86302317537184,22.5485670061795,"ENO1;YBX3"
"239","Spliceosomal Complex Assembly (GO:0000245)","2/62",0.0385451967593686,0.172245158269322,0,0,6.74829931972789,21.9719482594704,"SF3B1;SNRPB"
"240","Regulation Of Dendritic Spine Maintenance (GO:1902950)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"FYN"
"241","Regulation Of Lysosomal Protein Catabolic Process (GO:1905165)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"USP8"
"242","Regulation Of Mitotic Centrosome Separation (GO:0046602)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"NEK2"
"243","Nuclear Membrane Disassembly (GO:0051081)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"PLK1"
"244","Nucleic Acid Transport (GO:0050657)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"HNRNPA2B1"
"245","Regulation Of Vesicle Fusion (GO:0031338)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"ANXA1"
"246","Collagen-Activated Signaling Pathway (GO:0038065)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"ITGA2"
"247","Skin Morphogenesis (GO:0043589)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"ITGA6"
"248","tRNA Transcription (GO:0009304)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"POLR2F"
"249","Positive Regulation Of Macrophage Cytokine Production (GO:0060907)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"WNT5A"
"250","Tetrahydrofolate Interconversion (GO:0035999)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"TYMS"
"251","Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"HMGB2"
"252","Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"TGM2"
"253","Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"SCD"
"254","Positive Regulation Of Protein Kinase C Signaling (GO:0090037)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"WNT5A"
"255","Protein Localization To Perinuclear Region Of Cytoplasm (GO:1905719)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"SQSTM1"
"256","Mesodermal Cell Differentiation (GO:0048333)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"ITGA2"
"257","Negative Regulation Of Chromosome Organization (GO:2001251)","1/8",0.0393135041520565,0.172245158269322,0,0,28.7056277056277,92.8967850071638,"TOP2A"
"258","Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)","2/63",0.0396819029137974,0.173185359228434,0,0,6.6373369019739,21.4177572290841,"ANXA1;UBE2C"
"259","Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)","2/64",0.0408312655246501,0.173410944354824,0,0,6.52995391705069,20.8847984924896,"CYCS;FYN"
"260","Positive Regulation Of DNA Biosynthetic Process (GO:2000573)","2/65",0.041993132410768,0.173410944354824,0,0,6.42597991577583,20.3719576107223,"PCNA;NEK2"
"261","Positive Regulation Of T Cell Proliferation (GO:0042102)","2/65",0.041993132410768,0.173410944354824,0,0,6.42597991577583,20.3719576107223,"ANXA1;CD24"
"262","Fatty Acid Biosynthetic Process (GO:0006633)","2/65",0.041993132410768,0.173410944354824,0,0,6.42597991577583,20.3719576107223,"SCD;FASN"
"263","Monocarboxylic Acid Biosynthetic Process (GO:0072330)","2/65",0.041993132410768,0.173410944354824,0,0,6.42597991577583,20.3719576107223,"ALDH1A3;FASN"
"264","Negative Regulation Of Programmed Cell Death (GO:0043069)","5/381",0.0424229162518866,0.173410944354824,0,0,2.73292273236282,8.63621780622952,"ANXA1;CFL1;WNT5A;PLK1;FSTL1"
"265","Negative Regulation Of Immune Response (GO:0050777)","2/66",0.043167352566795,0.173410944354824,0,0,6.32525510204082,19.8781944931298,"LGALS3;FYN"
"266","Negative Regulation Of Necroptotic Process (GO:0060546)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"YBX3"
"267","Wnt Signaling Pathway Involved In Midbrain Dopaminergic Neuron Differentiation (GO:1904953)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"WNT5A"
"268","Arachidonate Transport (GO:1903963)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ANXA1"
"269","Arachidonic Acid Secretion (GO:0050482)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ANXA1"
"270","Autophagy Of Peroxisome (GO:0030242)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"SQSTM1"
"271","Nucleobase-Containing Compound Biosynthetic Process (GO:0034654)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"TYMS"
"272","Positive Regulation Of ATP Metabolic Process (GO:1903580)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ENO1"
"273","Positive Regulation Of RNA Biosynthetic Process (GO:1902680)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"TOP2A"
"274","Dopamine Transport (GO:0015872)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"TGM2"
"275","Ectoderm Development (GO:0007398)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ITGA6"
"276","Skeletal Muscle Tissue Regeneration (GO:0043403)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ANXA1"
"277","Excitatory Synapse Assembly (GO:1904861)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"WNT5A"
"278","Granulocyte Migration (GO:0097530)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ANXA1"
"279","Homologous Recombination (GO:0035825)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"NUCKS1"
"280","Kinetochore Assembly (GO:0051382)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"CENPF"
"281","Postsynapse Assembly (GO:0099068)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"WNT5A"
"282","Lipid Import Into Cell (GO:0140354)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ACSL3"
"283","Long-Chain Fatty Acid Import Into Cell (GO:0044539)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"ACSL3"
"284","Protein Localization To Nuclear Envelope (GO:0090435)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"PLK1"
"285","Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"AGR2"
"286","Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988)","1/9",0.0441188457824273,0.173410944354824,0,0,25.1161616161616,78.3842312444799,"NEK2"
"287","Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)","2/67",0.0443537761760119,0.173410944354824,0,0,6.2276295133438,19.4025373950964,"CYCS;ANP32B"
"288","Regulation Of Neurogenesis (GO:0050767)","2/67",0.0443537761760119,0.173410944354824,0,0,6.2276295133438,19.4025373950964,"HMGB2;TGM2"
"289","Response To Lipopolysaccharide (GO:0032496)","3/159",0.0455880793261004,0.177618840082907,0,0,3.91435368754956,12.0879509101259,"SERPINE1;WNT5A;HMGB2"
"290","Response To Molecule Of Bacterial Origin (GO:0002237)","2/69",0.0467626402187707,0.177618840082907,0,0,6.04112092598233,18.5019639390654,"HMGB2;CD24"
"291","Nitrogen Compound Transport (GO:0071705)","3/163",0.0484525934448119,0.177618840082907,0,0,3.81572164948454,11.5508358689141,"SLC7A5;CENPF;SLC3A2"
"292","Negative Regulation Of Hemostasis (GO:1900047)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"SERPINE1"
"293","Regulation Of Dendritic Cell Differentiation (GO:2001198)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"LGALS3"
"294","L-serine Metabolic Process (GO:0006563)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"PSAT1"
"295","Negative Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901029)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"SLC25A5"
"296","Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"YBX3"
"297","Omega-Hydroxylase P450 Pathway (GO:0097267)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"CYP1B1"
"298","Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"SLC25A5"
"299","Positive Regulation Of Cellular Senescence (GO:2000774)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"YPEL3"
"300","Positive Regulation Of Defense Response To Bacterium (GO:1900426)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"KLK7"
"301","Serine Family Amino Acid Biosynthetic Process (GO:0009070)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"PSAT1"
"302","Signal Release (GO:0023061)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"TGM2"
"303","Urogenital System Development (GO:0001655)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"ANXA1"
"304","Hematopoietic Stem Cell Proliferation (GO:0071425)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"WNT5A"
"305","Kinetochore Organization (GO:0051383)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"CENPF"
"306","Midbrain Dopaminergic Neuron Differentiation (GO:1904948)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"WNT5A"
"307","Mitotic Spindle Elongation (GO:0000022)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"PRC1"
"308","Mitotic Spindle Midzone Assembly (GO:0051256)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"PRC1"
"309","Muscle Filament Sliding (GO:0030049)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"TPM1"
"310","Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664)","1/10",0.0489003911418305,0.177618840082907,0,0,22.324354657688,67.3742300304506,"FYN"
"311","Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)","2/71",0.0492185490137595,0.177628481376581,0,0,5.86542443064182,17.6636360143545,"TPX2;PFN1"
"312","Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)","2/71",0.0492185490137595,0.177628481376581,0,0,5.86542443064182,17.6636360143545,"CCDC80;AGR2"
